0.1441	-0.0572	-0.1338	-0.0415	-0.0441	-0.0091	0.224	0.1728	0.146	0.1653	0.1748	0.2451	5
0.1344	-0.0612	-0.1448	-0.0436	-0.0472	-0.0108	0.2249	0.1735	0.1456	0.1663	0.1755	0.246	5
0.1242	-0.0605	-0.1458	-0.0435	-0.0461	-0.0102	0.2262	0.1739	0.1466	0.1668	0.1762	0.2467	5
0.1636	-0.0555	-0.1328	-0.0413	-0.0428	-0.0102	0.2214	0.1706	0.1434	0.162	0.1732	0.2418	5
0.1815	-0.0907	-0.1719	-0.0667	-0.0727	-0.0147	0.2353	0.1813	0.1539	0.1778	0.1875	0.2571	6
0.1848	-0.0921	-0.1784	-0.0645	-0.0738	-0.0142	0.2325	0.1786	0.1507	0.1752	0.1855	0.2535	6
0.1349	-0.0785	-0.1824	-0.0563	-0.0609	-0.0125	0.2282	0.1744	0.1484	0.169	0.1804	0.2495	6
0.1859	-0.0949	-0.1851	-0.066	-0.0749	-0.0147	0.2339	0.179	0.1505	0.1759	0.1854	0.2554	6
0.1598	-0.1525	-0.3092	-0.1087	-0.1179	-0.0227	0.2546	0.1892	0.1629	0.1883	0.2078	0.2741	7
0.1672	-0.1576	-0.3198	-0.1123	-0.1214	-0.0233	0.2601	0.1937	0.1662	0.1926	0.2121	0.2797	7
0.1681	-0.1594	-0.3253	-0.1128	-0.1219	-0.0233	0.26	0.1931	0.1648	0.1924	0.2117	0.2795	7
0.1414	-0.1493	-0.3324	-0.1071	-0.115	-0.0221	0.2557	0.1883	0.162	0.1865	0.208	0.2738	7
0.1621	-0.1592	-0.3466	-0.1141	-0.1224	-0.0244	0.2668	0.1954	0.1668	0.1927	0.2182	0.2826	8
0.1519	-0.1467	-0.3202	-0.1058	-0.1133	-0.0221	0.2647	0.1942	0.1666	0.1919	0.2144	0.282	8
0.1359	-0.149	-0.3363	-0.1069	-0.1148	-0.0227	0.2639	0.1934	0.1662	0.1919	0.2142	0.2812	8
0.1867	-0.143	-0.3237	-0.104	-0.1111	-0.0221	0.2631	0.1928	0.1656	0.1895	0.2149	0.2793	8
0.2013	-0.3055	-0.5545	-0.2213	-0.2399	-0.0449	0.3055	0.219	0.1865	0.2248	0.2615	0.3204	9
0.2007	-0.3142	-0.5676	-0.2265	-0.2455	-0.0455	0.3091	0.2212	0.1881	0.2282	0.2647	0.3242	9
0.2051	-0.3208	-0.58	-0.2313	-0.2516	-0.046	0.3131	0.2246	0.1909	0.2317	0.2684	0.3287	9
0.1951	-0.3016	-0.5757	-0.2193	-0.2359	-0.0443	0.3102	0.2214	0.1888	0.2267	0.2657	0.3243	9
0.2053	-0.2888	-0.5517	-0.2112	-0.2268	-0.0437	0.3135	0.2218	0.1885	0.2262	0.2672	0.3253	10
0.2022	-0.3035	-0.5801	-0.2214	-0.2375	-0.046	0.3186	0.2255	0.1907	0.2306	0.2717	0.3311	10
0.1842	-0.2974	-0.5742	-0.2169	-0.2321	-0.0443	0.3123	0.2216	0.1882	0.227	0.2664	0.3253	10
0.2332	-0.2863	-0.5612	-0.2104	-0.2256	-0.0449	0.3144	0.2222	0.1895	0.2266	0.2695	0.3261	10
0.3225	-0.5634	-0.8496	-0.4252	-0.454	-0.0887	0.3756	0.2658	0.2186	0.2826	0.3403	0.385	11
0.3259	-0.5762	-0.864	-0.4354	-0.4655	-0.0892	0.3769	0.2672	0.2183	0.2842	0.3418	0.3865	11
0.3331	-0.589	-0.8778	-0.4449	-0.4753	-0.0903	0.382	0.2714	0.2217	0.2892	0.3473	0.3917	11
0.3113	-0.5668	-0.8761	-0.4297	-0.4567	-0.0892	0.3796	0.2675	0.2195	0.2839	0.344	0.3875	11
0.3365	-0.577	-0.8986	-0.4403	-0.4662	-0.0937	0.3917	0.2746	0.2238	0.2903	0.3553	0.3975	12
0.3259	-0.5725	-0.8963	-0.4363	-0.4623	-0.0926	0.3881	0.2722	0.2218	0.2886	0.3512	0.395	12
0.3147	-0.589	-0.9046	-0.4494	-0.477	-0.0949	0.3905	0.2748	0.2244	0.2917	0.3549	0.3973	12
0.3502	-0.5605	-0.8965	-0.4266	-0.4516	-0.0914	0.3873	0.271	0.2213	0.2857	0.3527	0.3934	12
0.5155	-1.0174	-1.2647	-0.8303	-0.8561	-0.1977	0.4727	0.3385	0.2621	0.3715	0.4552	0.4712	13
0.5139	-1.0164	-1.2615	-0.8281	-0.8545	-0.1961	0.4736	0.339	0.2627	0.3725	0.4544	0.4718	13
0.519	-1.0299	-1.2741	-0.8398	-0.867	-0.2002	0.4745	0.3411	0.2635	0.3749	0.4568	0.4739	13
0.495	-0.9978	-1.2641	-0.8119	-0.8374	-0.1932	0.4715	0.3368	0.2611	0.3683	0.4529	0.4698	13
0.5377	-1.1242	-1.4345	-0.9581	-0.9764	-0.2509	0.5154	0.3678	0.2792	0.4025	0.5025	0.5062	14
0.5456	-1.1057	-1.4173	-0.9622	-0.9842	-0.2521	0.5144	0.3678	0.2794	0.4034	0.4997	0.5053	14
0.5438	-1.1171	-1.429	-0.9736	-0.9956	-0.2544	0.5156	0.37	0.2807	0.406	0.5008	0.5073	14
0.5352	-1.109	-1.4198	-0.9661	-0.988	-0.2493	0.5089	0.3652	0.2772	0.4021	0.4951	0.5012	14
0.6411	-1.4554	-1.655	-1.2955	-1.371	-0.4	0.5693	0.4171	0.3081	0.4632	0.5683	0.553	15
0.6437	-1.4612	-1.661	-1.301	-1.3772	-0.4014	0.5699	0.4177	0.3085	0.4647	0.5684	0.554	15
0.6466	-1.4852	-1.678	-1.3218	-1.3986	-0.4124	0.5738	0.4209	0.3111	0.4692	0.573	0.5577	15
0.6286	-1.445	-1.6638	-1.2869	-1.3527	-0.3985	0.5707	0.4176	0.3085	0.4628	0.5692	0.5538	15
0.6547	-1.6038	-1.8188	-1.4432	-1.5146	-0.4977	0.6103	0.4468	0.3242	0.4935	0.6124	0.5855	16
0.6675	-1.6284	-1.8235	-1.467	-1.5418	-0.5091	0.6124	0.4509	0.3272	0.4987	0.6142	0.5884	16
0.6702	-1.6441	-1.8365	-1.4809	-1.5574	-0.5156	0.6139	0.4531	0.3286	0.5018	0.6158	0.5905	16
0.6703	-1.6462	-1.8387	-1.4833	-1.5577	-0.5139	0.6104	0.4512	0.3276	0.5005	0.6137	0.5876	16
0.7306	-1.967	-2.0646	-1.7231	-1.8742	-0.717	0.661	0.4983	0.3563	0.5552	0.6738	0.6324	17
0.7323	-1.988	-2.0799	-1.7412	-1.8949	-0.7277	0.6633	0.5009	0.3582	0.5584	0.6761	0.635	17
0.7321	-1.9975	-2.0851	-1.7494	-1.9038	-0.7311	0.6643	0.5025	0.359	0.5602	0.6774	0.6362	17
0.7293	-1.9687	-2.0812	-1.7262	-1.8763	-0.7223	0.6632	0.4998	0.3571	0.5563	0.6758	0.6341	17
0.7483	-2.1309	-2.2363	-1.8834	-2.0354	-0.8548	0.701	0.5317	0.3753	0.5875	0.715	0.666	18
0.7559	-2.1498	-2.235	-1.9122	-2.0556	-0.8643	0.7016	0.5338	0.3774	0.5908	0.7154	0.6676	18
0.7582	-2.1629	-2.2432	-1.925	-2.0703	-0.8689	0.701	0.5343	0.3771	0.5918	0.7152	0.6677	18
0.7598	-2.1856	-2.2602	-1.946	-2.0874	-0.8791	0.7018	0.5359	0.3789	0.5942	0.7173	0.6685	18
0.7978	-2.4987	-2.4812	-2.2925	-2.3365	-1.1013	0.7439	0.5803	0.4075	0.6418	0.7645	0.7089	19
0.7958	-2.4928	-2.4737	-2.2878	-2.3366	-1.0947	0.7434	0.5803	0.4077	0.6418	0.7638	0.7089	19
0.7948	-2.5002	-2.471	-2.2928	-2.3285	-1.0941	0.7429	0.5803	0.4078	0.6421	0.7634	0.7089	19
0.7975	-2.4802	-2.479	-2.2804	-2.3395	-1.0955	0.7431	0.5796	0.406	0.6401	0.7636	0.7077	19
0.8129	-2.6229	-2.6209	-2.45	-2.4401	-1.2278	0.7741	0.6101	0.4263	0.6686	0.7937	0.7365	20
0.8155	-2.634	-2.6076	-2.4589	-2.4501	-1.2298	0.7729	0.6098	0.4266	0.6691	0.7927	0.7362	20
0.8169	-2.6486	-2.6139	-2.4714	-2.4627	-1.2337	0.773	0.6108	0.4274	0.6705	0.793	0.7369	20
0.8191	-2.6744	-2.6346	-2.4959	-2.4864	-1.245	0.7736	0.6123	0.429	0.6726	0.7947	0.7377	20
